x,y
2.7743910265670593,17.564740367538686
2.931713450339822,18.971734931726996
2.788171414450323,18.202249592831038
3.4182681514755053,19.90348547837184
3.0244316428241107,17.72167315914189
2.2277078331038553,14.787352522372124
2.7914095262380174,16.52001980415633
3.515022524994334,19.250116143033722
2.986229639733687,18.161837396840884
2.516877747593786,16.16797020334192
3.142759908670047,16.149610857507184
3.284730058173497,19.161147562230838
3.5207355925018646,20.764977606650323
4.790580977727776,29.11772560425363
3.104878905803461,18.561852541046452
3.3424181136326054,20.00657171381896
2.5709160696241495,17.600225744185284
2.6848759177180597,17.20326563479886
3.507002083311847,19.73742072741083
3.5968014223957527,22.94644784846494
3.1902273731644772,19.812020961553607
3.1050097292057903,17.481179648994193
3.493103756720228,18.541176349414627
2.332554167570966,15.718569712696974
3.248287274823035,19.930805644722213
3.1193546852005016,17.741659198475737
2.468007860060662,14.215839469972053
2.300467157205472,13.417173383388265
3.5236634321244833,21.117697254207602
3.0040994183182796,16.62698318727162
3.094770029435632,18.446113902544404
2.3579863470507445,14.079307692858478
2.8321620041835254,17.454829648589964
3.7101274754942293,22.6359241155038
2.5190149317211397,16.688040907969036
4.130188150164331,23.0545536391207
2.6123782316492443,15.6924002476747
3.3322808142495273,17.845455058177564
2.513258481000438,16.024868677716448
3.1297242376248318,16.815821931161363
3.912827712107617,23.296648764766225
2.2812352725720375,14.742454621956774
2.90254355623491,17.395485142988292
2.955189348758395,18.301094702545562
3.544540581388171,22.593632975539457
3.429493652437487,20.06990800402562
2.531705796435096,16.470256248293715
2.7568189132332983,17.345734011824526
3.470110521099462,20.49200432125785
2.528163703414094,17.632242180333304
2.542771813353245,14.306867480226648
2.861947572023103,18.11302400256974
2.6327200758821996,15.857462404308725
1.70699680076967,11.628176505852585
3.403188346031732,20.7311300930456
3.0437833251817143,17.985099819630346
2.2429548573348415,13.337810149834288
2.625017179520146,16.349294054875436
2.7248140455237624,18.157010116868285
2.20951132482917,11.928125201246782
1.93311508389155,13.85580268026812
2.6870046553917315,15.889732277731616
2.6974656319071966,16.738082852211114
3.114261962678896,18.549248738123453
3.135716374554148,18.7599087835198
4.204949976564914,24.337577641660257
3.3586293222613497,20.45687143239721
2.540901876933355,14.819471321113644
3.9130620076646614,22.072656676196853
4.177161068372962,24.214078656479355
2.5592968154006157,13.470217115802802
2.289174043195083,14.915928449479331
3.270220893882133,17.648979413568593
3.400584143028725,19.98859951441899
3.1272856597416636,17.935528430652216
3.3438958801154883,17.881710607046482
2.3497210854790422,14.81075595315374
3.4135233794367887,22.192733704525672
2.571458351698351,15.11980576759957
2.233142856914339,12.633449017592094
2.2050108496028322,14.104107291475234
2.5374140715022664,14.682037550574508
3.8654462591622996,20.75694494030798
2.878201938720031,17.657429248215205
3.3258542683489423,19.371714070756177
3.619939035504485,22.109036485405365
3.140940108673628,18.690490997937896
3.472328785792275,20.664734544135428
2.264158568942169,14.55319063372911
2.981508456963168,18.26785196949361
4.2009317460640485,25.14176815961892
3.363937122744873,21.391281069509223
4.0923230932553745,23.81549896220745
2.5004804200340813,14.396637774108772
2.7411177715515587,16.550306314740226
2.346048493098474,13.33265049081007
2.759656287612365,16.55827952703568
3.406004508057485,21.203477434490416
2.5081668641918116,16.18139267100382
2.633286063108887,16.609114583675122
2.7091883878844443,18.520596043540976
3.312539865773309,19.834388284763463
4.164830205231812,23.069427126106497
3.133157136035378,19.977137123538824
2.691918241200271,16.33835355708066
3.8328549324084613,24.169493745832867
3.497524055506785,20.889130889440693
3.542946354963167,21.012762991943667
2.822432673508396,15.161383406943326
3.2379859108084,19.545502122676655
3.678237969622728,22.19609691330997
3.1709983207166665,19.684798493788584
2.9232921846190916,18.461565089991932
2.6181489509213964,15.912434953478272
2.7894483990214174,18.140358220951683
2.873628953632918,17.64009127000851
3.5063726961252963,21.13720300124587
2.7428106152467997,16.633080936445968
3.3175441611139758,19.203456502417794
2.9768104750846436,16.882274304491926
3.1636008589043074,20.100473925223472
2.5624439974691366,14.729487507306597
3.2085908228965194,18.67779056812674
3.0472899650260787,19.449846419218286
2.3241298128707344,14.752845677636408
2.796852252174819,15.454991474924313
3.201847145708094,19.702979218972516
3.2205762356169996,19.531161197026627
2.687231278590909,17.57520633782128
2.6767269328152006,15.991563904139538
2.6403858613760383,17.313647146937704
3.0644359984358456,17.63759846755193
2.5274335956233567,14.810586374114612
2.989602501372405,16.549346192861037
3.2944621724875365,19.440899901361274
3.4446390354023855,21.60962169684369
3.7883184998152277,23.557710844538324
2.559994754967381,14.011510120299363
3.1714112161369616,18.451351829354174
4.030503501547451,24.01643805059471
3.279692065848123,17.38447640396548
3.4161922998120406,21.907885752263354
2.5728258128324226,13.00053613644547
3.145708911910269,19.65376252440185
2.694399663026192,16.050651382827876
2.8651077017154227,19.064759325425015
3.0105872316648656,19.501510094809557
3.034312122704326,18.675570375674997
2.4562556521043035,15.79925104714752
3.308855827404697,19.65226181285323
